age,income,score,tenure,target
52,4858341,0.4214440415792474,9,1
36,1814673,0.027175016090844162,33,0
37,2948199,0.9662434107067982,24,1
35,619996,0.12745395942286897,34,0
64,4919776,0.7076883263306187,15,1
58,788513,0.9727763228920858,1,0
66,3313389,0.8260390516665719,23,1
31,4364385,0.6993153751262037,9,1
32,398590,0.8394609095007669,37,0
48,1775982,0.9817986932606276,21,1
18,2788655,0.6213444972535296,25,0
20,3161882,0.5591848068293265,38,1
33,3220016,0.6282381104632814,26,1
40,2389877,0.532675886761555,28,1
28,2399383,0.6350891059097188,37,1
29,174053,0.44984220797255925,19,0
27,4797890,0.2184431828833071,26,1
49,1446536,0.12024722651167563,19,0
33,2552637,0.0683409355322604,18,0
25,3400926,0.2633157837532001,19,0
55,3623263,0.046123564335733835,34,1
29,4168549,0.5671707799193856,1,1
41,1356208,0.2838284470235203,29,0
45,4540889,0.8245348080870322,33,1
25,1788599,0.07424087298838644,21,0
45,32431,0.22635149434148594,2,0
53,1253131,0.7302461470901459,5,0
43,657008,0.5988082963834914,14,0
25,583441,0.06449127124916754,26,0
67,4472816,0.8772394571622004,9,1
45,4380380,0.8772617628261795,8,1
45,2059949,0.33040800387577385,32,1
54,1278300,0.3404058433495647,31,0
58,1957763,0.9890283583501739,5,1
53,1639849,0.6261761715931382,35,1
44,1895077,0.5313165205680591,1,0
34,3892149,0.8381521835519244,28,1
26,4883062,0.28529033835731643,3,1
50,60861,0.4291825933963569,0,0
37,4855710,0.26777667548833417,18,1
30,4010737,0.7891608465887314,25,1
45,731001,0.573349345635218,24,0
65,2001083,0.6588250701400705,9,1
46,4529216,0.25230724983940656,14,1
30,1633911,0.2202253013773151,21,0
63,1453717,0.4883746289829387,20,0
52,4419352,0.7375657490928268,21,1
23,2867733,0.5252397575201602,35,1
35,1215663,0.032645677545668605,33,0
68,43320,0.8685515063202888,29,0
22,337025,0.06468689351513157,24,0
64,374359,0.9558244837207522,27,0
42,1318507,0.025141958277272725,0,0
19,4076621,0.6944504561307088,3,1
27,953187,0.08220706371178166,6,0
47,4003710,0.9106765794351396,8,1
67,1607690,0.4644332362255428,35,1
62,110734,0.1375237748170154,18,0
22,167702,0.3408156997898466,0,0
50,2861274,0.16482467534676204,9,0
18,1235811,0.17058191155709002,35,0
35,1157087,0.9481083201714422,8,0
49,3091091,0.44524611228478816,31,1
64,3839049,0.7888022639053596,31,1
66,2713381,0.6396055611776819,5,1
28,4933801,0.6764263623383923,37,1
38,1878670,0.13169343847203852,16,0
43,4303122,0.23418444681548567,9,1
42,4356664,0.7867503351544369,26,1
39,4823673,0.970766206474783,34,1
44,4765469,0.2626756425986517,20,1
66,942817,0.27156876475103986,24,0
30,4345702,0.47289713281090484,27,1
50,3288360,0.9838403128554378,14,1
51,2972732,0.26895894582647106,3,0
58,2190338,0.4069719096342639,28,0
52,2002825,0.8914800156235068,8,1
18,3842978,0.0029210326213620075,26,0
38,4125811,0.03976596498856955,25,1
65,604604,0.6040716770712192,18,0
23,2059927,0.907380164712847,27,1
45,3184108,0.23885666040192766,16,1
34,2741638,0.469641774680709,19,0
22,274500,0.4504653016578183,39,0
48,2177478,0.47297134609551017,38,1
22,2986031,0.6225196957297452,22,1
55,649282,0.46974376299068377,31,0
20,2913633,0.4474681413224578,32,0
40,1950369,0.4742884204312605,4,0
54,3958242,0.5908674412710415,33,1
54,1227060,0.5370074883513584,39,0
27,1041519,0.8541359976505043,10,0
27,799352,0.049496853493666615,2,0
36,4688714,0.8333170714730125,32,1
34,1400281,0.843924612611724,10,0
38,3951106,0.28490802153096084,15,1
31,2332466,0.46285195501585064,17,0
26,1861317,0.4385384885374355,29,0
63,1956830,0.2185098343541303,9,0
18,2624150,0.39679684708631646,17,0
68,1578560,0.044387772170854434,37,0
62,4670061,0.27782207278173443,18,1
30,2615214,0.8166821754507181,35,1
21,2239180,0.28456230176289754,12,0
18,2338599,0.8182066687482475,2,0
66,1005843,0.5315994646044309,9,0
57,4198891,0.87986267736116,37,1
49,636045,0.5747795542644152,0,0
51,4041419,0.029668223064739818,26,1
45,4505511,0.6754202075470892,7,1
48,1434945,0.04485356802356866,16,0
25,1401538,0.450597018983134,8,0
56,2373999,0.929426694473114,5,1
43,730488,0.16520393933785016,24,0
51,4800691,0.3898723529415441,38,1
20,429065,0.7298603088484784,27,0
67,2794372,0.8822585560948476,32,1
29,4235889,0.6709430047425079,36,1
18,1473807,0.2581732541911692,8,0
61,3102195,0.6746078529162162,17,1
22,1626449,0.29672764110409,20,0
47,299102,0.7184292298187352,1,0
47,1346737,0.9540331275850406,37,1
34,3070006,0.7213934511062883,39,1
65,2387074,0.8628805029124124,35,1
64,2807753,0.002103843175883413,36,1
40,1100805,0.7175721247315944,14,0
32,4453778,0.8295875568652503,27,1
54,4172065,0.04055873754468142,17,1
38,3020087,0.8715977272882306,33,1
31,270116,0.25669422831004585,21,0
19,2978462,0.6652921019780552,10,0
28,3052146,0.8003548790234066,12,1
68,2628137,0.6626645130593555,3,1
56,4224279,0.09228479207325724,21,1
55,4362099,0.5963215188603683,6,1
51,3572223,0.5495836567221436,23,1
55,1267949,0.9003212680742715,3,1
67,2981981,0.4042397296442092,27,1
51,3860241,0.3210810970870501,14,1
35,3969076,0.7498507644364663,0,1
47,3744340,0.41267532608339663,2,1
32,3331765,0.646096175005063,13,1
44,398076,0.646450090124607,37,0
68,4894797,0.8880390643601178,0,1
51,3119244,0.5986924023190974,37,1
69,4826909,0.5021536099619869,37,1
55,4929799,0.138871326396517,20,1
50,2208611,0.11573760667870536,28,0
41,4966289,0.1543215652830794,4,1
32,1970826,0.17184848132709452,9,0
47,2854664,0.6378770926636339,27,1
59,2623275,0.7409812502745785,20,1
68,1388369,0.5299915229264187,6,0
34,2433970,0.829017732545491,2,0
22,2100212,0.9912632267336332,19,1
46,4181774,0.820012629119356,18,1
21,2251984,0.6948823736759592,34,1
27,162999,0.5324926994371466,3,0
34,4552923,0.4488530716747082,4,1
27,71367,0.08439238054454234,0,0
34,763315,0.39936874839469094,3,0
37,4610108,0.9101346367821342,11,1
41,3015334,0.8080226299065529,26,1
22,2864190,0.2160513650116872,22,0
51,1294382,0.46660778469721587,24,0
23,3863321,0.8167232025585446,20,1
19,2664837,0.06738455478552252,23,0
30,3494239,0.3873925856686593,24,1
60,1052377,0.8518412368739476,31,1
60,4587033,0.40389786417012374,31,1
65,3267181,0.07761464473144086,4,1
28,933780,0.5425343685322515,35,0
68,2876451,0.8617424949182954,38,1
64,2478152,0.5902855429531597,15,1
40,4417871,0.2262791082142318,32,1
33,1952811,0.38423962013738133,20,0
48,308090,0.4501233611819322,8,0
28,327348,0.5792663538205268,5,0
33,1336283,0.759351025752613,34,0
25,102324,0.0988736176406354,38,0
21,2330688,0.8896520330175663,21,1
57,1815808,0.01230970301607559,4,0
21,1330567,0.37005233467425525,22,0
42,4230459,0.027420309972657653,16,1
20,4546119,0.39297422534529125,11,1
49,4025470,0.5258125988733238,22,1
20,4664798,0.5116813865815117,15,1
44,3287419,0.16562834702826534,2,0
46,3632138,0.6457405100956123,29,1
49,2550476,0.04477845050466822,21,0
67,4239011,0.7619068201324154,8,1
68,947841,0.9466444339935463,28,1
36,1577053,0.3397688271511179,36,0
38,1926545,0.5172393817143319,22,0
22,2853940,0.3789102780588144,12,0
35,4557603,0.006710390304059954,31,1
45,3942441,0.38587450289511593,22,1
59,1217068,0.7917202592613465,16,1
39,4374406,0.5959888421834818,39,1
38,404274,0.10125991461515893,20,0
23,4421589,0.847139489693785,1,1
18,1396980,0.5310853448852428,36,0
22,1218052,0.8417233617446761,5,0
58,2865994,0.5802215187850294,17,1
29,2957762,0.5596884448379399,29,1
43,2403293,0.10525918519701238,21,0
63,3050267,0.16735973313862795,32,1
51,3852323,0.9720252564965911,29,1
66,1307076,0.22848674675477076,16,0
31,1190887,0.9774521179903679,31,0
43,1817610,0.5319127065242634,13,0
62,4449850,0.13578904706393713,9,1
44,2758385,0.09930220275369295,35,0
26,3725288,0.20886407070573998,33,0
43,1934401,0.9256373300253358,8,1
64,1906220,0.4141502243282268,27,0
39,3148744,0.39543426799291437,10,0
64,156470,0.313206261070174,13,0
47,1377223,0.14706185056658838,38,0
60,1065146,0.48785119719240644,18,0
65,2438081,0.1300477825111387,14,0
34,3689126,0.8354802363823276,27,1
43,3654843,0.3703969862753065,23,1
53,4283445,0.37480356778179635,7,1
18,4216419,0.4740064284831559,8,1
25,3194790,0.4441277131657516,32,1
66,2916495,0.9948579730593216,32,1
52,4151363,0.5453811212183025,18,1
69,1584833,0.08820170378987069,2,0
32,2937337,0.60687734157693,9,0
64,2058891,0.15158429286987996,39,0
39,1180439,0.030937644731341973,0,0
31,3656804,0.9707421536772481,28,1
43,657296,0.7735388915345639,33,0
45,1559302,0.9801089924137669,12,0
40,3132951,0.47787844802224244,0,0
31,1688687,0.5322575311489761,33,0
41,810101,0.16833695591913023,28,0
19,4110612,0.24690742666758558,12,0
62,1969406,0.8385492149028282,28,1
43,974918,0.35618564711759415,38,0
31,506758,0.826814973796419,23,0
68,4652929,0.7090137242870318,25,1
24,38625,0.1771709252718655,16,0
20,2843552,0.5074463661197421,6,0
64,3441961,0.6773873215187168,12,1
40,1286647,0.2350372148038251,4,0
63,4052608,0.8306885105200769,25,1
60,4692315,0.5448276575451868,2,1
64,2537576,0.1652420504426032,6,0
62,326205,0.5829844261646024,38,0
35,3055315,0.999713804155914,0,1
55,3154480,0.15052149166341355,16,0
